t_sec,id1_shoulder_pan[mA],id2_shoulder_lift[mA],id3_elbow_flex[mA],id4_wrist_flex[mA],id5_wrist_roll[mA],id6_gripper[mA]
23.337,0.0,0.0,0.0,0.0,0.0,0.0
23.358,0.0,0.0,0.0,0.0,0.0,0.0
23.379,0.0,0.0,0.0,0.0,0.0,0.0
23.413,0.0,0.0,0.0,0.0,0.0,0.0
23.434,0.0,0.0,0.0,0.0,0.0,0.0
23.455,0.0,0.0,0.0,0.0,0.0,0.0
23.476,0.0,0.0,0.0,0.0,0.0,0.0
23.497,0.0,0.0,0.0,0.0,0.0,0.0
23.529,0.0,0.0,0.0,0.0,0.0,0.0
23.55,0.0,0.0,0.0,0.0,0.0,0.0
23.571,0.0,0.0,0.0,0.0,0.0,0.0
23.592,0.0,0.0,0.0,0.0,0.0,0.0
23.613,0.0,0.0,0.0,0.0,0.0,0.0
23.647,0.0,0.0,0.0,0.0,0.0,0.0
23.668,0.0,0.0,0.0,0.0,0.0,0.0
23.689,0.0,0.0,0.0,0.0,0.0,0.0
23.71,0.0,0.0,0.0,0.0,0.0,0.0
23.731,0.0,0.0,0.0,0.0,0.0,0.0
23.765,0.0,0.0,0.0,0.0,0.0,0.0
23.786,0.0,0.0,0.0,0.0,0.0,0.0
23.807,0.0,0.0,0.0,0.0,0.0,0.0
23.828,0.0,0.0,0.0,0.0,0.0,0.0
23.849,0.0,0.0,0.0,0.0,0.0,0.0
23.883,0.0,0.0,0.0,0.0,0.0,0.0
23.904,0.0,0.0,0.0,0.0,0.0,0.0
23.925,0.0,0.0,0.0,0.0,0.0,0.0
23.946,0.0,0.0,0.0,0.0,0.0,0.0
23.967,0.0,0.0,0.0,0.0,0.0,0.0
24.001,0.0,0.0,0.0,0.0,0.0,0.0
24.022,0.0,0.0,0.0,0.0,0.0,0.0
24.042,0.0,0.0,0.0,0.0,0.0,0.0
24.063,0.0,0.0,0.0,0.0,0.0,0.0
24.084,0.0,0.0,0.0,0.0,0.0,0.0
24.119,0.0,0.0,0.0,0.0,0.0,0.0
24.14,0.0,0.0,0.0,0.0,0.0,0.0
24.161,0.0,0.0,0.0,0.0,0.0,0.0
24.182,0.0,0.0,0.0,0.0,0.0,0.0
24.203,0.0,0.0,0.0,0.0,0.0,0.0
24.239,0.0,0.0,0.0,0.0,0.0,0.0
24.26,0.0,0.0,0.0,0.0,0.0,0.0
24.281,0.0,0.0,0.0,0.0,0.0,0.0
24.302,0.0,0.0,0.0,0.0,0.0,0.0
24.323,0.0,0.0,0.0,0.0,0.0,0.0
24.358,0.0,0.0,0.0,0.0,0.0,0.0
24.379,0.0,0.0,0.0,0.0,0.0,0.0
24.4,0.0,0.0,0.0,0.0,0.0,0.0
24.421,0.0,0.0,0.0,0.0,0.0,0.0
24.442,0.0,0.0,0.0,0.0,0.0,0.0
24.476,0.0,0.0,0.0,0.0,0.0,0.0
24.497,0.0,0.0,0.0,0.0,0.0,0.0
24.518,0.0,0.0,0.0,0.0,0.0,0.0
24.539,0.0,0.0,0.0,0.0,0.0,0.0
24.56,0.0,0.0,0.0,0.0,0.0,0.0
24.595,0.0,0.0,0.0,0.0,0.0,0.0
24.616,0.0,0.0,0.0,0.0,0.0,0.0
24.637,0.0,0.0,0.0,0.0,0.0,0.0
24.658,0.0,0.0,0.0,0.0,0.0,0.0
24.679,0.0,0.0,0.0,0.0,0.0,0.0
24.713,0.0,0.0,0.0,0.0,0.0,0.0
24.734,0.0,0.0,0.0,0.0,0.0,0.0
24.755,0.0,0.0,0.0,0.0,0.0,0.0
24.776,0.0,0.0,0.0,0.0,0.0,0.0
24.797,0.0,0.0,0.0,0.0,0.0,0.0
24.831,0.0,0.0,0.0,0.0,0.0,0.0
24.852,0.0,0.0,0.0,0.0,0.0,0.0
24.873,0.0,0.0,0.0,0.0,0.0,0.0
24.894,0.0,0.0,0.0,0.0,0.0,0.0
24.915,0.0,0.0,0.0,0.0,0.0,0.0
24.95,0.0,0.0,0.0,0.0,0.0,0.0
24.971,0.0,0.0,0.0,0.0,0.0,0.0
24.992,0.0,0.0,0.0,0.0,0.0,0.0
25.013,0.0,0.0,0.0,0.0,0.0,0.0
25.034,0.0,0.0,0.0,0.0,0.0,0.0
25.069,0.0,0.0,0.0,0.0,0.0,0.0
25.09,0.0,0.0,0.0,0.0,0.0,0.0
25.111,0.0,0.0,0.0,0.0,0.0,0.0
25.132,0.0,0.0,0.0,0.0,0.0,0.0
25.153,0.0,0.0,0.0,0.0,0.0,0.0
25.185,0.0,0.0,0.0,0.0,0.0,0.0
25.206,0.0,0.0,0.0,0.0,0.0,0.0
25.227,0.0,0.0,0.0,0.0,0.0,0.0
25.248,0.0,0.0,0.0,0.0,0.0,0.0
25.269,0.0,0.0,0.0,0.0,0.0,0.0
